SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
2018,LeBer-LeMoyne House,Maison LeBer LeMoyne,1 Chemin du Mus&eacute;e,Corner of Chemin du Mus&eacute;e and Saint-Patrick St.,Lachine,Quebec,Oldest known extant buildings associated with Charles Le Moyne and the fur trade during the French Regime,Plus vieux &eacute;difices encore debout associ&eacute;s &agrave; Charles Le Moyne et au commerce des fourrures sous le R&eacute;gime fran&ccedil;ais,45.429457,-73.666512
33,Leduc-Woodbend Oilfield,Champ p&eacute;trolif&egrave;re Leduc-Woodbend,Junction of highways 60 &amp; 90,Canadian Petroleum Discovery Center,Leduc,Alberta,Most important oil field in history of Alberta,Le plus important champ de p&eacute;trole de l'histoire de l'Alberta,53.329936,-113.72906
361,Leeds and Grenville County Court House,Palais de justice des comt&eacute;s de Leeds et de Grenville,1 Court House Square,Court House Square,Brockville,Ontario,"Neoclassical colonial court house, 1840s",Palais de justice colonial de style n&eacute;o-classique construit dans les ann&eacute;es 1840,44.59085,-75.685867
1927,L&eacute;gar&eacute; Mill,Moulin L&eacute;gar&eacute;,232-236 Saint-Eustache Street,<Null>,Saint-Eustache,Quebec,Building type erected during the development of seigneuries with the colonial agricultural economy,Type de b&acirc;timent construit &agrave; l'&eacute;poque du d&eacute;veloppement des seigneuries et de l'&eacute;conomie coloniale bas&eacute;e sur l'agriculture,45.558019,-73.896087
640,L&eacute;vis Forts,Forts de L&eacute;vis,41 Government Road,<Null>,L&eacute;vis,Quebec,Part of Qu&eacute;bec fortification system,Ouvrage faisant partie des fortifications de Qu&eacute;bec,46.814511,-71.158072
644,L&eacute;vis Railway Station (Intercolonial),Gare de l'Intercolonial &agrave; L&eacute;vis,5995 Saint-Laurent Street,<Null>,L&eacute;vis,Quebec,"Terminus of Intercolonial railway from Halifax, 1901",Terminus de la ligne de l'Intercolonial en provenance de Halifax (1901),46.810185,-71.187232
122,Linear Mounds,Monticules Lin&eacute;aires,17 km south of Melita. Along South Antler Creek,<Null>,Melita,Manitoba,Some of the most spectacular and best-preserved examples of mortuary mounds belonging to the Devil's Lake-Sourisford Burial Complex; from 1000-1200 AD,Tumulus autochtones qui datent de 1000 &agrave; 1200 ans apr&egrave;s J.-C.,49.116111,-101.019047
2084,Lions Gate Bridge,Pont Lions Gate,"Lions Gate Bridge Road, Highway 1A/99A",<Null>,Vancouver,British Columbia,Outstanding engineering achievement; an undeniable and significant influence on the development of Vancouver,Remarquable ouvrage d'ing&eacute;nierie; une influence d&eacute;terminante et incontestable sur le d&eacute;veloppement de Vancouver,49.315223,-123.138704
634,L'Isle-Verte Court House,Palais de justice de l'Isle-Verte,199 Saint-Jean-Baptiste Street,near west corner of building,L'Isle-Verte,Quebec,"Domestic style court house serving rural area, 1859-60",Palais de justice servant une population rurale; architecture domestique (1859-1860),48.012491,-69.338818
1788,Little Dutch (Deutsch) Church,&Eacute;glise &laquo;Little Dutch&raquo;,Brunswick at Gerrish Streets,Inset into stone wall beside cemetery,Halifax,Nova Scotia,"Oldest known surviving church in Canada associated with the German-Canadian community, 1756-60",La plus vieille &eacute;glise connue et encore debout au Canada associ&eacute;e &agrave; la communaut&eacute; germano-canadienne (1756-60),44.655756,-63.585771
306,Liverpool Town Hall,H&ocirc;tel de ville de Liverpool,221 Main Street,<Null>,Liverpool,Nova Scotia,Dignified regional reflection of a national building type,"&Eacute;difice solennel, adaptation r&eacute;gionale d'un mod&egrave;le national",44.038761,-64.715277
1908,Louis Bertrand House,Maison Louis-Bertrand,168 Saint-Jean-Baptiste Street,In front of house,L'Isle-Verte,Quebec,"Outstanding example of a ""maison qu&eacute;becoise"" influenced by the Neoclassical style, 1853",Exemple remarquable de maison qu&eacute;b&eacute;coise d'influence n&eacute;o-classique (1853),48.013584,-69.337701
617,Louis S. St. Laurent,Louis S. St-Laurent,6 Principale Street South,<Null>,Compton,Quebec,"Childhood home of Louis S. St. Laurent, Prime Minister of Canada, 1948-57","Maison d'enfance de Louis S. St-Laurent, premier ministre du Canada (1948-1957)",45.242191,-71.826126
655,Louis-Joseph Papineau,Louis Joseph Papineau,440 Bonsecours Street,<Null>,Montr&eacute;al,Quebec,"Stone house built in 1785, associated with Louis-Joseph Papineau","Maison en pierre construite en 1785, habit&eacute;e de fa&ccedil;on intermittente par Louis-Joseph Papineau",45.509875,-73.551725
131,Lower Fort Garry,Lower Fort Garry,Highway 9,Near entrance to Lower Fort Garry NHSC visitors centre,Selkirk,Manitoba,"Major centre in 19th-century fur trade, Hudson's Bay Company","Important centre du commerce des fourrures au XIXe si&egrave;cle, Compagnie de la Baie d'Hudson",50.109699,-96.935293
205,Loyalist House,Maison loyaliste,120 Union Street,<Null>,Saint John,New Brunswick,New England-influenced architecture; residence built circa 1820,R&eacute;sidence construite vers 1820; style qui s'inspire de l'architecture de la Nouvelle-Angleterre,45.274553,-66.061222
693,Loyola House / National School Building,Maison Loyola / &Eacute;difice de l'&Eacute;cole nationale,27&frac12;-35 d'Auteuil Street,<Null>,Qu&eacute;bec,Quebec,"Earliest Gothic Revival public building in Canada, 1824","&Eacute;difice public de style n&eacute;o-gothique le plus ancien au Canada, 1824",46.81241,-71.212434
310,Lunenburg Academy,Acad&eacute;mie de Lunenburg,101 Kaulback Street,<Null>,Lunenburg,Nova Scotia,Rare survivor from Nova Scotia's 19th-century academy system; Second Empire style; 1849,"Une des rares acad&eacute;mies n&eacute;o-&eacute;cossaises du XIXe si&egrave;cle qui existent encore; style Second Empire, (1849)",44.380169,-64.313819
520,Lynnwood / Campbell-Reid House,Lynnwood / maison Campbell-Reid,21 Lynnwood Avenue,Mounted on wall of Lynnwood Arts Centre,Simcoe,Ontario,Mid 19th-century Neoclassical residence,R&eacute;sidence de style n&eacute;o-classique du milieu du XIXe si&egrave;cle,42.837967,-80.303167
498,Macdonell-Williamson House,Maison Macdonell-Williamson,25 Outaouais Road,<Null>,Chute &agrave; Blondeau / Pointe-Fortune,Ontario,"Stone Palladian residence of prominent fur trader, 1817-19",Maison palladienne en pierre d'un &eacute;minent marchand de fourrures (1817-1819),45.563767,-74.382933
1481,Madeleine de Verch&egrave;res,Madeleine de Verch&egrave;res,corner of Madeleine and Marie-Victorin Streets / Highway 132,<Null>,Verch&egrave;res,Quebec,Defended the Family Fort in Verch&egrave;res from attacking Iroquois in 1692,A d&eacute;fendu le fort familial &agrave; Verch&egrave;res contre les Iroquois en 1692,45.777921,-73.357019
695,Maillou House,Maison Maillou,17 Saint-Louis Street,On wall of house,Qu&eacute;bec,Quebec,"Fine example of 18th-century Quebec town architecture, 1736",Bel exemple de l'architecture de Qu&eacute;bec au XVIIIe si&egrave;cle (1736),46.81202,-71.206336
651,Maison Cartier,Maison Cartier,407-413 Place Jacques-Cartier,<Null>,Montr&eacute;al,Quebec,"Urban building design of period, 1812-13","&Eacute;difice construit en 1812-1813, exemple de l'architecture urbaine de l'&eacute;poque",45.507926,-73.552639
2237,Maison Gabrielle-Roy,Maison Gabrielle-Roy,375 Deschambault Street,<Null>,St. Boniface,Manitoba,Heart of a vibrant world of people and events that deeply inspired her writing,A &eacute;t&eacute; le centre d'un univers de personnages et d'&eacute;v&eacute;nements marquants qui ont profond&eacute;ment inspir&eacute; son &#339;uvre; 1909-1937,49.890234,-97.111052
2148,Maison Saint-Gabriel,Maison Saint-Gabriel,2146 Dublin Place,<Null>,Montr&eacute;al,Quebec,Exceptional example of rural architecture of the French Regime; home to the sisters of the Congr&eacute;gation de Notre-Dame,Exemple exceptionnel de l'architecture rurale du R&eacute;gime fran&ccedil;ais; l'habitation de religieuses de la Congr&eacute;gation de Notre-Dame,45.475995,-73.556021
107,Malahat Building / Old Victoria Custom House,&Eacute;difice Malahat / ancien &eacute;difice de la douane de Victoria,1002 Wharf Street,<Null>,Victoria,British Columbia,First Victoria custom house; 1873-76; Second Empire style,Premier &eacute;difice des douanes de Victoria (1873-1876); style Second Empire,48.424298,-123.369755
237,Mallard Cottage,Cottage Mallard,2 Barrows Road,<Null>,St. John's,Newfoundland and Labrador,"Vernacular building by Irish immigrants, circa 1820-40","&Eacute;difice vernaculaire construit par des immigrants irlandais, 1820-1840",47.581804,-52.678288
690,Man&egrave;ge militaire Voltigeurs de Qu&eacute;bec,Man&egrave;ge militaire Voltigeurs de Qu&eacute;bec,805 Laurier Avenue East,<Null>,Qu&eacute;bec,Quebec,"Unique Ch&acirc;teau style drill hall, 1887",Man&egrave;ge militaire de style Ch&acirc;teau construit en 1887; architecture unique,46.806543,-71.213854
648,Manoir Papineau,Manoir Papineau,500 Notre-dame Street,<Null>,Montebello,Quebec,"19th-century manor, home of Patriot leader, Louis-Joseph Papineau","Manoir du XIXe si&egrave;cle, r&eacute;sidence du chef des Patriotes Louis-Joseph Papineau",45.64594,-74.945893
2177,Maple Leaf Gardens,Maple Leaf Gardens,60 Carlton Street,<Null>,Toronto,Ontario,"One of the most renowned ""shrines"" in the history of hockey and home to the Toronto Maple Leafs for sixty-eight years",Un des &laquo; lieux sacr&eacute;s &raquo; les plus c&eacute;l&egrave;bres de l'histoire du hockey et stade officiel des Toronto Maple Leafs pendant soixante-huit ans,43.662182,-79.380235
472,Maplelawn &amp; Gardens,Maplelawn et ses jardins,529 Richmond Road,<Null>,Ottawa,Ontario,"Neoclassical residence with walled garden, 1831-34",Maison de style classique entour&eacute;e d'un jardin clos (1831-34),45.3882,-75.761667
321,Marconi,Marconi,Timmerman and Vivian Streets,Table Head,Glace Bay,Nova Scotia,Frst official wireless message sent across the Atlantic Ocean to England,Emplacement de la premier message radio officiel a &eacute;t&eacute; transmis de ce lieu jusqu'en Angleterre,46.21105,-59.952577
315,Marconi Wireless Station,Station de radiot&eacute;l&eacute;graphie Marconi,Marconi Towers Road,<Null>,Glace Bay,Nova Scotia,First regular public transatlantic wireless service,Premi&egrave;re station publique assurant un service intercontinental r&eacute;gulier de radiot&eacute;l&eacute;graphie,46.154812,-59.945659
1934,Marie-Reine-du-Monde Cathedral,Cath&eacute;drale Marie-Reine-du-Monde,1085 Cathedral Street,<Null>,Montr&eacute;al,Quebec,"Design based on St. Peter's Basilica in Rome; important symbol of the Ultra Montane Movement in Canada, 1870-94",Concept rappelant la basilique Saint-Pierre de Rome; symbole important du mouvement ultramontain au Canada (1870-94),45.499223,-73.568251
165,Marine Hospital,H&ocirc;pital de la Marine,12 Vye Street,<Null>,Miramichi,New Brunswick,"Oldest surviving marine hospital in Canada, 1830-31","Le plus ancien h&ocirc;pital de la Marine survivant au Canada, 1830-1831",47.022243,-65.510339
657,Marlborough Apartments,Appartements Marlborough,570 Milton Street,<Null>,Montr&eacute;al,Quebec,"Queen Anne Revival style apartment building, 1900",Immeuble r&eacute;sidentiel de style n&eacute;o-Queen Anne &eacute;difi&eacute; en 1900,45.506911,-73.575594
81,Marpole Midden,Marpole midden,73rd Avenue at Cartier Street,Marpole Park,Vancouver,British Columbia,"Midden, excavated in 1892",Emplacement d'un tertre mis &agrave; jour en 1892,49.205167,-123.137983
185,Marysville Cotton Mill,Filature de coton de Marysville,8 River Street,<Null>,Fredericton,New Brunswick,Typical late 19th-century textile mill,B&acirc;timent industriel typique des usines de textile de la fin du XIXe si&egrave;cle,45.978455,-66.588339
811,Marysville Historic District,Arrondissement historique de Marysville,<Null>,<Null>,Fredericton,New Brunswick,Important intact 19th-century company town,Importante ville industrielle d'une compagnie du XIXe si&egrave;cle,45.980587,-66.589779
1990,Masonic Memorial Temple,Masonic Memorial Temple,295 Saint-Marc St. and 1805 Sherbrooke St. west,on a slab by the entrance,Montr&eacute;al,Quebec,Exceptionally refined late Beaux-Arts temple; allegorical representation of Freemasonry's enlightenment ideas,Exemple exceptionnellement raffin&eacute; d'un temple de la fin du style Beaux-Arts classique; repr&eacute;sentation all&eacute;gorique des id&eacute;es &eacute;clair&eacute;es de la franc-ma&ccedil;onnerie,45.494687,-73.582913
553,Massey Hall,Massey Hall,178 Victoria Street,<Null>,Toronto,Ontario,"Cultural institution, outstanding acoustics, 1894",&Eacute;tablissement culturel datant de 1894; acoustique remarquable,43.653988,-79.378983
489,Matheson House,Maison Matheson,11 Gore Street East,East side of Gore St. Mounted on wall of building on right side of front door.,Perth,Ontario,"Outstanding example of early Scottish-Canadian architecture, 1840; home of Honourable Roderick Matheson, original owner, prominent citizen of Perth and one of the Dominion's first senators","Remarquable sp&eacute;cimen des premiers b&acirc;timents d'architecture &eacute;cossaise au Canada; maison de l'honorable Roderick Matheson, &eacute;minent citoyen qui fut &eacute;galement un des premiers s&eacute;nateurs du Dominion",44.900967,-76.250733
816,Mauvide-Genest Manor,Manoir Mauvide-Genest,1451 Avenue Royale,<Null>,Saint-Jean-d'Orl&eacute;ans,Quebec,Distinguished mid 18th-century seigneurial manor; 1734,Manoir seigneurial particuli&egrave;rement remarquable construit vers le milieu du XVIIe si&egrave;cle; 1734,46.914143,-70.902638
354,Mazinaw Pictographs,Peintures rupestres Mazinaw,<Null>,<Null>,Bon Echo Provincial Park,Ontario,Largest Algonkian pictograph site in Canada; largest rock art site on the southern Canadian Shield,Site rupestre algonquin o&ugrave; l'on trouve le plus grand nombre de pictogrammes au Canada; plus grand site rupestre de la r&eacute;gion sud du Bouclier canadien,44.89979,-77.187849
187,McAdam Railway Station (Canadian Pacific),Gare du Canadien Pacifique &agrave; McAdam,146 Saunders Road,<Null>,McAdam,New Brunswick,"Large Ch&acirc;teau style railway station, 1900",Vaste gare de style Ch&acirc;teau construite en 1900,45.590205,-67.328891
384,McCrae House,Maison McCrae,108 Water Street,On a pedestal,Guelph,Ontario,"Birthplace of author of ""In Flanders Fields""",Maison natale de l'auteur de &laquo;In Flanders Fields&raquo;,43.53615,-80.2448
69,McLean Mill,Moulin McLean,5633 Smith Road,<Null>,Port Alberni,British Columbia,"Lumber mill complex, buildings and equipment, 1926-27",Ensemble de b&acirc;timents et mat&eacute;riel de scierie (1926-1927),49.3091,-124.827917
807,McMartin House,Maison McMartin,125 Gore Street,"Next to fence near sidewalk, 10 m in front of house, facing Harvey St.",Perth,Ontario,"Loyalist Georgian townhouse design, 1830-39",Maison urbaine de style n&eacute;o-Georgien construite par des Loyalistes en 1830-1839,44.898227,-76.246898
390,McQuesten House / Whitehern,Maison McQuesten / Whitehern,41 Jackson Street West,<Null>,Hamilton,Ontario,"Fine town house with walled garden, 1850",Belle maison avec jardin ferm&eacute; (1850),43.254571,-79.872039
36,Medalta Potteries,Poteries Medalta,"713 Medalta Avenue, off Industrial Ave. S.E",Interior brick wall,Medicine Hat,Alberta,Early 20th-century beehive kilns and manufacturing buildings,Fours ronds et b&acirc;timents de manufacture datant du d&eacute;but du XXe si&egrave;cle,50.031562,-110.650563
1930,Medicine Hat Clay Industries,Industrie de l'argile &agrave; Medicine Hat,703 Wood Street S.E.,<Null>,Medicine Hat,Alberta,Cultural landscape associated with the growth and diversification of the pottery industry,Paysage culturel associ&eacute; &agrave; la croissance et &agrave; la diversification de l'industrie de la poterie,50.031367,-110.647958
